Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
28,1,Brazil,,0,0,0,4,2,0,1,2,0,0,0,2,4,2,0,2,1,2,1,0,1
27,1,Switzerland,,0,1,0,4,2,0,1,0,0,0,0,2,4,2,0,2,1,0,1,0,0
35,2,United States,CA,0,0,1,2,3,1,1,2,0,2,2,2,0,2,0,2,0,0,2,1,0
29,1,United States,MD,0,0,0,0,3,0,0,1,1,1,0,1,0,1,2,1,1,0,2,2,0
23,1,United States,CA,0,1,1,2,1,0,1,0,1,0,0,2,0,0,0,2,1,2,2,1,0
39,1,United States,CT,0,0,0,4,2,1,1,1,0,0,0,2,4,1,2,0,0,0,0,2,0
30,2,United States,CA,0,0,0,4,5,0,1,1,1,1,1,1,0,0,0,2,0,0,0,1,0
32,1,United Kingdom,,0,0,0,4,2,0,1,2,2,0,2,2,1,2,2,2,2,2,2,2,0
28,2,United States,CA,0,0,1,2,2,0,1,0,1,0,0,2,2,1,2,2,2,0,0,0,1
40,2,United States,WA,0,1,1,2,3,0,0,1,1,1,1,1,4,2,0,2,1,0,0,2,1
36,2,United States,CA,0,1,0,4,1,0,1,2,0,0,2,2,4,0,0,0,2,0,2,1,0
27,1,United States,IN,0,0,0,4,2,1,1,2,2,0,2,2,0,0,0,1,1,2,2,1,0
41,1,United States,TX,0,1,0,2,5,0,1,1,1,0,1,2,4,2,0,2,2,0,2,0,0
29,1,United Kingdom,,0,0,0,0,1,0,1,2,0,0,0,2,4,2,0,2,0,0,2,2,0
29,1,United Kingdom,,0,0,1,2,3,0,1,0,0,0,0,2,2,0,0,2,2,0,2,0,0
35,1,United States,MO,0,0,1,3,0,0,0,0,0,0,0,1,3,1,0,2,2,0,1,0,1
28,1,United States,NV,0,0,1,0,1,1,1,0,1,0,0,2,4,2,2,2,2,0,0,2,0
36,2,United Kingdom,,1,0,0,2,0,1,1,2,2,2,2,2,4,2,0,2,0,0,0,2,0
39,2,United States,WA,0,0,0,2,2,0,1,2,2,0,2,2,4,1,0,0,0,0,1,2,0
39,1,United States,FL,0,1,1,2,4,0,1,1,1,1,1,1,3,2,0,2,1,0,0,2,0
44,1,United States,,1,1,1,2,0,1,1,0,1,0,0,0,0,1,1,2,0,0,0,1,0
26,3,Germany,,1,0,1,2,1,1,1,0,2,1,1,1,0,0,0,2,2,2,2,1,0
35,1,Denmark,,1,1,1,3,0,0,1,0,1,1,0,2,1,0,0,2,2,2,1,1,0
40,2,United States,WA,0,1,1,2,3,0,0,1,2,1,2,2,4,1,2,2,0,0,0,2,0
35,1,Denmark,,1,1,1,3,0,0,1,0,1,1,0,2,1,0,0,2,2,2,1,1,0
38,1,United States,IL,0,0,0,0,5,1,1,0,1,0,0,0,3,1,1,0,0,0,0,2,0
34,1,United States,FL,0,0,0,4,5,1,1,2,2,2,2,2,4,0,0,2,1,0,2,1,0
43,1,United States,MA,0,0,0,4,5,0,1,1,0,1,1,2,4,0,0,2,1,0,2,2,0
48,2,United States,CA,0,1,0,3,2,0,1,2,0,0,0,0,3,1,1,0,2,0,0,0,1
20,1,United States,WA,0,0,0,0,2,0,1,2,2,2,2,2,4,0,0,2,1,2,2,1,0
40,1,United States,MI,1,0,0,2,0,1,1,2,2,0,0,2,1,1,2,2,0,0,0,2,0
29,2,United Kingdom,,0,0,1,1,1,0,1,2,0,0,0,2,4,2,0,2,0,0,2,2,0
35,1,United States,MI,0,1,1,2,0,0,0,0,1,0,0,1,4,0,0,2,1,0,0,1,0
29,1,United States,WI,0,1,0,2,5,1,0,1,1,0,1,1,0,2,0,2,0,0,0,1,0
40,1,United States,CA,0,0,0,0,3,0,1,1,2,0,2,2,4,2,0,2,2,0,2,2,0
29,1,Sweden,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,2,1,0,0,1,0
29,2,United States,CA,0,1,1,1,3,0,1,1,2,2,0,2,4,0,0,1,1,0,2,2,0
34,1,United States,TX,0,0,1,2,0,0,1,0,0,0,0,2,4,1,0,0,0,0,1,2,0
44,1,United Kingdom,,0,1,1,2,4,0,0,2,0,0,0,2,2,2,0,2,1,0,2,0,1
24,2,United States,NY,0,1,1,3,1,0,1,1,1,0,0,1,0,0,0,2,1,0,1,0,1
47,2,United States,PA,0,0,0,4,3,1,1,2,0,0,2,2,3,1,1,0,0,0,0,0,0
43,1,United Kingdom,,0,1,0,4,5,0,0,2,0,0,0,2,0,2,0,2,1,0,2,2,0
36,1,United States,PA,0,0,0,1,5,0,1,1,1,1,1,1,2,0,0,2,1,0,0,0,0
43,1,United States,GA,0,0,1,2,5,0,0,2,0,0,2,2,3,2,0,2,1,0,0,2,0
36,1,United Kingdom,,1,0,0,2,1,1,1,0,0,0,0,2,2,0,0,1,1,0,2,2,1
31,2,United States,NY,0,1,1,2,3,0,1,1,1,0,0,2,2,0,0,1,1,2,2,2,0
35,1,United States,CA,0,0,0,2,5,0,1,2,2,1,2,2,4,2,0,2,0,0,0,2,0
33,1,United States,TN,0,1,0,4,2,0,0,1,0,0,0,1,2,0,0,2,2,0,0,2,0
37,1,Italy,,0,0,0,2,2,0,1,2,2,2,2,2,4,1,1,2,0,0,0,0,0
34,1,United States,TN,0,0,1,2,3,0,1,2,0,1,2,1,4,2,0,2,0,0,0,2,0
36,1,Netherlands,,1,0,1,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0
40,1,United States,TN,1,1,1,2,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
40,1,United States,IL,0,0,0,1,5,0,1,1,1,1,1,1,4,0,0,2,2,0,2,2,0
42,1,United States,WI,0,0,1,2,0,1,1,0,1,0,0,2,1,2,0,0,0,0,2,2,0
23,1,United States,KY,0,1,0,4,2,1,1,1,1,0,2,1,4,2,0,0,2,0,0,2,0
21,1,United Kingdom,,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,2,2,0,2,2,0
26,1,Canada,,0,0,0,2,1,1,1,0,0,0,0,2,3,1,2,2,2,0,2,2,0
31,1,United States,,0,1,0,4,1,0,1,2,2,0,0,2,4,2,0,2,2,0,0,2,0
25,1,United States,CA,0,1,0,4,5,0,1,1,1,1,1,1,0,0,0,2,1,2,1,1,0
51,1,United States,MN,0,0,0,0,5,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
24,1,United States,TN,0,0,0,4,1,0,1,2,2,2,0,1,1,0,0,2,1,0,2,2,0
33,1,United States,MN,0,0,0,4,3,0,1,0,0,0,0,2,4,2,0,2,1,0,0,0,0
32,1,United Kingdom,,0,1,1,1,1,0,0,0,0,0,0,0,4,1,2,2,0,0,0,0,0
32,1,United Kingdom,,0,1,1,1,1,0,0,0,0,0,0,0,4,1,2,2,0,0,0,0,0
26,1,United Kingdom,,1,0,1,1,0,1,1,0,2,2,2,2,2,0,0,1,1,2,2,1,0
23,1,United States,IL,0,0,0,0,3,0,0,2,0,2,2,2,4,2,0,2,2,2,2,2,0
33,1,United States,TN,0,1,1,3,1,1,1,0,1,0,0,2,3,1,0,2,1,0,2,0,0
46,1,United States,IL,0,0,1,1,5,0,0,1,1,1,1,1,1,1,2,0,0,0,2,1,0
34,1,United Kingdom,,0,0,0,4,1,1,1,0,0,0,0,0,2,1,2,0,0,0,1,0,1
35,1,United States,DC,0,1,1,2,1,0,1,1,1,0,0,2,1,2,2,2,2,0,0,2,0
39,1,United States,KS,0,0,0,4,0,1,1,0,1,0,0,2,3,2,2,2,1,2,2,0,0
32,1,Germany,,1,0,0,2,0,1,1,0,1,0,0,1,1,0,0,2,2,2,2,0,0
43,1,Mexico,,1,0,0,4,5,1,1,2,0,0,2,2,4,0,0,2,1,0,2,2,0
56,1,United States,CA,0,0,1,1,5,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,0
32,2,United Kingdom,,0,1,1,2,3,0,1,2,0,0,0,2,2,2,0,2,2,0,1,2,1
41,1,United Kingdom,,0,0,0,4,2,0,0,1,1,1,1,1,4,2,2,2,2,0,1,0,1
39,1,United States,TN,0,0,0,4,5,1,1,2,2,2,2,2,4,0,0,2,1,0,0,2,0
37,1,United States,OK,0,1,0,4,4,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0
30,1,United States,CA,1,1,1,2,1,1,1,2,2,0,2,2,3,1,0,0,0,0,2,2,0
31,1,United States,TN,0,0,0,4,2,0,1,1,0,1,0,1,1,2,0,2,2,0,2,0,0
29,1,United States,TX,0,0,0,4,5,0,0,2,2,0,2,2,4,2,0,0,2,0,2,2,0
23,2,United Kingdom,,0,1,0,0,5,0,0,0,0,0,1,2,1,1,2,0,0,0,2,2,0
31,1,United States,CO,0,0,1,0,2,0,1,1,1,0,2,1,0,2,0,0,0,0,0,2,0
29,1,United States,TN,0,1,1,2,2,0,1,2,2,2,2,2,4,2,0,2,2,0,0,1,0
30,1,United States,GA,0,0,0,0,2,1,1,1,1,2,2,1,0,0,0,2,1,2,2,1,0
37,1,United States,TN,0,0,0,0,4,1,1,1,0,1,2,2,4,2,0,2,1,0,0,1,1
36,1,United States,VA,1,0,0,0,0,0,1,1,0,0,2,2,2,0,0,2,1,1,1,1,0
35,1,United States,TN,0,1,1,2,2,1,1,1,1,0,2,2,4,2,2,2,0,0,2,0,0
41,1,United States,DC,0,1,0,0,4,1,0,2,0,0,0,2,4,2,0,0,0,0,0,2,0
31,1,United Kingdom,,0,0,1,1,1,0,1,2,2,0,0,2,4,0,0,2,1,0,0,2,0
38,1,United Kingdom,,0,1,0,4,4,0,0,1,1,1,1,2,1,0,0,2,1,0,2,0,0
26,1,India,,1,0,0,4,3,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0
39,1,United States,TN,0,1,0,2,5,0,1,1,0,1,1,2,4,2,2,2,1,2,2,2,1
42,1,United States,VA,1,1,0,2,1,1,0,1,2,2,1,2,4,2,2,2,0,0,2,2,0
32,1,United States,TN,1,1,1,1,0,1,1,0,1,0,0,2,3,1,0,2,0,0,2,2,0
29,1,United States,TN,0,1,0,4,3,0,1,2,2,2,2,2,4,0,0,2,1,0,0,2,0
30,1,United States,TN,0,1,0,0,3,0,1,1,0,2,1,2,3,1,1,2,0,2,2,0,0
40,1,United States,TN,0,1,1,3,4,1,1,2,2,0,2,2,4,2,2,2,2,0,1,2,0
51,1,United States,TN,0,0,0,4,3,0,0,2,2,0,2,2,2,0,0,2,1,0,0,2,0
33,1,United States,IN,0,0,0,0,5,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,0
34,1,Germany,,1,0,1,2,0,1,1,0,2,0,0,1,2,2,2,2,2,0,0,2,0
50,1,United States,VA,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,2,1,0,2,1,0
24,1,United States,TX,0,0,0,2,2,1,1,2,0,0,2,2,1,0,0,2,1,0,2,0,0
25,1,United States,TX,0,1,1,1,2,0,0,0,0,0,0,2,4,1,2,0,0,0,2,0,0
43,1,United Kingdom,,0,1,1,1,2,0,1,0,0,0,0,2,3,1,1,2,0,0,0,0,1
25,2,United States,CA,1,0,1,3,0,0,1,1,1,1,1,1,0,2,2,2,2,0,0,1,1
24,1,United Kingdom,,1,0,0,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0
51,1,United States,CO,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,2,2,2,2,2,0
49,1,United States,OR,0,1,1,2,5,0,1,1,1,0,1,1,2,1,2,0,0,0,2,0,1
30,1,United States,OK,0,0,0,4,5,1,1,1,0,1,1,2,4,1,2,0,0,0,0,2,0
25,2,United States,OH,0,1,1,2,5,0,1,1,1,1,0,2,4,1,1,0,0,0,0,0,0
36,1,United States,TN,0,0,1,1,4,1,1,1,1,2,2,2,4,2,0,0,0,0,2,2,0
48,1,United States,VA,0,0,1,0,5,0,1,1,1,1,1,1,4,2,2,1,1,0,2,1,1
48,1,Australia,,0,0,1,2,1,0,1,0,0,0,0,2,1,1,0,2,0,0,2,0,1
53,1,United States,OR,0,0,1,1,1,1,1,1,1,0,1,2,4,2,2,2,0,0,0,2,0
24,2,United Kingdom,,0,1,1,3,1,1,1,0,0,0,0,2,0,0,0,1,1,0,0,2,0
33,1,United States,OR,0,1,1,2,2,0,1,2,1,0,1,2,1,0,0,1,1,0,0,2,0
25,2,Canada,,0,1,1,2,1,0,1,1,1,0,0,1,1,0,0,2,1,0,0,2,0
30,1,United Kingdom,,0,0,1,2,2,0,1,0,0,0,0,2,2,1,2,2,0,0,2,0,0
30,1,United States,PA,1,0,0,0,0,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,0
34,1,United Kingdom,,1,0,1,2,0,1,1,0,0,0,0,1,2,0,0,2,2,0,0,1,0
31,1,United States,SC,0,0,0,4,5,1,1,1,1,1,1,1,0,0,0,2,1,2,1,1,0
22,2,United States,CA,0,1,1,3,5,0,1,2,2,0,2,2,4,1,1,0,0,0,0,2,0
28,1,United States,TN,0,1,0,2,1,0,1,2,2,0,2,2,1,0,0,2,1,0,1,2,0
35,1,United States,UT,0,1,1,1,2,0,0,1,1,0,1,1,2,2,0,2,2,0,0,0,0
28,1,United States,CA,0,1,1,2,2,0,0,1,0,0,0,2,4,2,2,2,2,0,0,1,0
42,1,New Zealand,,0,0,1,2,5,0,0,0,1,2,0,1,2,1,2,2,2,0,1,0,1
33,1,United States,MO,0,1,0,4,4,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,0
29,1,United States,CA,0,0,0,2,5,0,1,1,0,1,0,2,4,1,2,0,0,0,0,2,0
43,1,United States,,0,1,0,2,4,0,0,1,2,0,2,2,4,2,0,0,2,0,2,0,0
29,1,United States,NY,0,0,0,4,2,0,1,1,1,1,1,2,1,0,0,2,2,2,2,1,0
25,1,United States,TX,0,0,0,4,3,1,1,1,0,0,0,1,4,0,0,1,1,2,2,2,0
31,1,United States,MO,0,1,0,0,3,0,1,2,0,2,2,2,0,0,0,2,1,0,0,2,0
35,2,United States,GA,0,1,1,2,1,0,0,1,2,1,1,1,2,2,2,2,1,0,2,1,0
34,1,United States,TX,0,0,0,3,0,0,1,2,0,0,1,2,0,0,0,2,1,0,2,1,0
43,1,United States,WA,0,0,1,2,3,1,1,1,1,0,1,1,3,1,2,2,0,0,2,0,1
38,1,United States,WA,0,1,1,2,3,0,1,0,2,0,0,2,3,1,1,0,2,0,2,0,0
26,1,United States,WA,0,1,1,2,5,0,1,2,2,0,1,1,3,2,0,2,2,1,1,0,1
38,1,United Kingdom,,1,1,1,1,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0
42,1,United States,TX,0,0,1,3,1,0,1,2,0,0,2,2,4,1,2,0,0,0,2,2,0
33,1,Netherlands,,0,1,1,4,1,0,1,2,0,0,2,2,4,0,0,1,1,2,2,1,1
32,1,United States,WA,0,0,1,1,5,0,1,1,1,1,1,1,1,2,0,2,2,0,0,2,0
44,1,United States,WA,0,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0,2,0,0
28,1,United States,WA,0,1,1,1,5,0,1,1,1,2,2,2,4,2,0,2,0,0,0,0,0
40,1,United States,WA,0,1,1,2,5,1,1,1,1,1,1,1,3,1,0,2,2,0,2,2,1
31,2,United States,AZ,0,1,1,2,4,0,1,1,1,0,2,1,1,2,0,2,1,0,0,1,0
32,1,United States,WA,0,1,0,2,3,0,1,1,1,1,1,2,4,1,0,2,0,0,0,2,0
28,1,United States,WA,0,1,1,2,5,0,1,2,0,2,2,2,1,2,0,2,0,0,2,0,0
39,1,United States,AZ,0,1,1,3,2,0,1,1,1,0,0,1,4,1,0,2,0,0,0,0,0
45,1,United States,NY,0,0,0,4,5,0,0,1,1,1,1,2,4,0,0,2,2,0,0,1,0
43,1,United States,WA,0,0,1,1,5,0,1,1,1,1,1,2,1,0,0,1,1,2,1,1,0
35,1,United States,CA,0,0,1,2,5,0,1,1,1,2,1,2,3,2,2,2,2,0,0,2,0
40,1,United States,WA,0,1,1,2,1,0,1,1,1,2,2,1,0,2,0,2,2,0,0,2,0
34,1,Netherlands,,0,0,1,1,2,0,1,0,1,0,0,1,0,0,0,1,1,2,2,1,0
24,1,United Kingdom,,0,1,1,3,2,0,0,2,1,0,0,0,1,1,2,2,1,0,2,0,1
61,1,South Africa,,1,0,1,2,0,1,1,0,0,0,0,2,3,1,2,2,1,0,2,0,1
36,2,United States,WA,0,1,1,1,1,0,1,2,0,0,2,2,4,1,2,2,0,0,0,2,0
38,1,United States,TN,0,0,0,4,1,0,1,0,0,0,0,1,4,2,0,2,1,2,2,2,0
33,1,Germany,,0,1,1,3,2,0,1,2,2,1,0,1,1,0,0,2,1,1,1,1,0
30,1,United States,WA,0,1,0,0,5,0,0,2,0,0,2,2,4,1,2,0,0,0,0,0,0
34,1,Netherlands,,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,2,0,2,1,0
26,1,United States,CA,0,0,1,1,5,0,1,1,2,2,2,2,4,0,0,2,2,0,2,0,0
33,1,United Kingdom,,0,0,0,4,5,0,1,2,2,2,2,2,4,0,0,2,1,2,2,2,0
32,1,United Kingdom,,0,0,0,4,1,0,1,2,0,0,0,2,0,0,0,0,1,0,2,0,0
25,1,Germany,,1,0,0,2,1,1,1,0,1,0,0,1,1,0,0,2,1,1,1,1,0
35,1,Germany,,1,0,1,2,2,1,0,2,0,0,0,2,2,1,2,1,0,0,2,2,0
24,1,United Kingdom,,1,1,0,3,0,1,1,2,2,0,0,2,4,2,0,2,2,0,2,2,0
55,1,United Kingdom,,0,0,1,3,5,0,0,1,1,1,1,2,1,1,2,0,2,0,2,0,1
33,1,United Kingdom,,1,1,1,2,0,1,1,0,1,0,0,0,3,1,2,2,2,0,2,0,1
26,2,United Kingdom,,1,1,1,2,0,1,1,0,0,0,0,2,0,2,0,2,1,0,2,1,0
25,1,United Kingdom,,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,1,1,0,0,2,0
45,1,United Kingdom,,0,1,0,1,3,0,0,2,0,0,0,2,4,2,0,2,0,0,2,2,0
33,2,United Kingdom,,1,0,1,2,0,1,1,0,1,1,1,1,0,0,0,2,1,0,0,2,0
43,1,United States,MI,0,0,0,2,5,1,1,0,2,0,0,2,3,1,2,0,0,0,2,0,1
30,1,United Kingdom,,1,0,1,2,1,0,1,0,1,0,0,0,3,1,1,0,0,0,0,1,1
40,1,United States,IN,0,1,1,1,1,0,1,2,2,0,2,2,4,0,0,1,1,0,2,2,0
49,1,United States,GA,0,1,0,0,5,0,1,1,1,1,1,1,4,0,0,1,1,0,0,1,0
29,1,Germany,,0,0,0,4,1,0,1,2,2,0,0,2,1,0,0,2,1,2,1,2,0
26,1,Germany,,0,0,0,4,4,0,1,2,0,2,2,2,4,0,0,2,2,2,2,2,0
38,1,United States,WA,0,0,0,0,5,0,1,1,1,1,1,1,1,2,2,2,2,0,2,0,1
27,1,France,,0,1,0,4,4,0,0,1,1,2,0,1,1,2,2,0,2,0,2,2,1
26,1,Belgium,,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,2,0
28,1,United Kingdom,,0,1,1,3,2,0,1,0,0,0,0,2,1,2,2,1,1,0,0,0,0
40,1,United States,ME,0,1,1,2,0,1,1,0,0,0,0,2,4,2,2,2,1,0,2,0,0
37,2,Canada,,1,1,1,1,0,1,1,0,1,0,0,1,1,1,2,2,2,2,2,2,1
34,2,United Kingdom,,0,1,1,3,2,1,0,1,1,0,1,0,1,1,1,2,0,0,0,2,0
28,1,United States,NY,0,1,1,3,3,0,1,2,2,0,2,2,4,2,0,2,2,0,1,2,0
27,1,Canada,,0,0,0,0,2,0,1,1,2,1,0,1,0,0,0,1,1,2,2,1,0
29,1,United Kingdom,,0,0,1,2,1,1,1,0,0,0,0,2,0,0,0,1,1,0,1,1,0
39,2,United Kingdom,,0,1,0,1,4,1,1,2,2,0,0,2,2,1,1,0,0,0,0,0,1
28,1,United Kingdom,,0,0,0,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0
23,1,United States,PA,0,1,0,2,2,0,1,1,2,1,1,1,1,0,0,0,0,0,2,2,0
8,3,"Bahamas, The",IL,1,1,1,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
38,1,United Kingdom,,0,0,0,4,0,1,1,0,0,0,0,1,1,0,0,2,1,0,0,2,0
19,1,United Kingdom,,0,0,0,4,1,0,1,1,0,0,1,2,0,0,0,1,1,0,0,1,0
30,2,United States,IL,0,1,1,2,2,0,1,1,1,1,2,1,0,0,0,2,0,0,0,1,0
28,1,United Kingdom,,1,0,0,4,0,1,1,0,1,0,0,1,0,2,2,0,0,0,0,1,0
20,1,India,,0,0,1,2,2,0,1,2,0,0,0,2,4,1,0,0,0,0,2,1,0
35,1,United Kingdom,,1,0,0,2,0,0,1,2,2,0,2,2,1,0,0,2,1,0,0,2,0
39,1,United States,MN,0,0,1,1,3,1,1,1,1,0,0,1,0,2,0,2,1,0,0,2,0
31,2,United States,TX,0,1,0,0,5,0,0,1,2,0,2,2,4,1,1,0,0,0,0,2,0
32,1,United Kingdom,,0,0,0,1,4,0,1,0,0,0,0,2,4,1,0,0,0,0,0,2,0
27,1,Sweden,,0,0,0,4,1,0,1,0,0,0,0,2,4,0,0,0,0,0,0,2,0
25,1,United States,PA,0,1,1,3,1,1,1,1,1,0,2,1,1,0,0,1,1,2,2,2,0
42,1,United States,IN,0,1,1,2,1,1,1,2,0,0,2,2,4,2,0,2,1,0,2,2,0
34,1,United States,PA,0,1,1,3,3,0,1,1,1,0,0,1,0,0,0,1,1,2,2,2,0
26,2,United States,OH,0,0,1,2,2,1,1,2,0,0,2,2,4,2,0,2,0,2,2,2,1
35,1,United Kingdom,,0,1,1,2,0,0,1,0,1,0,0,1,0,1,1,2,2,0,2,1,1
34,1,United Kingdom,,0,0,0,0,4,0,1,2,0,0,2,2,0,2,0,1,1,0,0,1,0
38,1,United States,PA,0,1,1,2,3,1,0,1,1,0,1,1,0,0,0,1,1,1,1,2,0
34,1,United States,SD,0,0,0,2,3,0,1,2,0,0,0,2,4,1,0,2,0,0,2,2,0
39,1,United States,IN,0,1,1,2,1,1,1,0,1,0,0,1,1,0,0,2,1,2,1,1,0
44,2,United States,CA,0,0,0,4,3,0,1,2,2,0,0,2,4,1,0,0,0,0,0,2,0
40,1,United States,TN,0,0,0,4,5,0,0,1,1,1,1,1,4,2,0,0,1,0,0,2,0
33,2,United States,TX,1,0,0,0,0,1,1,0,1,2,2,1,1,2,0,0,2,0,0,1,0
24,2,United States,TN,0,1,0,2,5,0,0,1,1,0,2,2,2,1,2,2,2,0,0,0,1
38,2,United States,OR,0,1,0,2,2,1,1,2,2,2,2,2,4,0,0,2,1,0,0,2,0
31,1,United States,SD,0,0,0,2,5,0,1,1,2,1,1,1,4,1,2,2,2,0,2,1,0
23,1,Israel,,0,0,0,4,3,0,1,2,2,0,0,1,0,2,0,2,1,2,1,2,0
26,2,United States,NY,0,0,0,4,1,0,1,2,2,0,0,2,1,0,0,1,1,0,2,1,0
46,2,United States,CT,0,0,1,3,5,0,0,1,1,1,1,2,4,1,0,2,2,0,0,0,1
30,1,United States,CA,0,1,1,2,2,1,1,1,0,0,0,2,4,2,0,2,0,0,2,2,0
25,1,United States,,0,0,0,1,2,1,1,2,0,0,0,2,1,1,0,2,2,0,1,2,1
19,1,Canada,,0,0,0,0,2,1,1,2,0,0,0,2,1,0,0,2,2,0,2,0,0
30,2,United States,GA,0,1,1,2,4,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,1
32,1,United States,TN,0,0,0,0,1,0,1,1,1,1,1,2,1,0,0,1,1,0,2,1,0
32,1,United Kingdom,,0,0,0,4,1,0,1,0,0,0,0,2,4,2,2,0,0,0,2,2,0
37,1,United States,IN,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,2,0,2,0,0
42,1,United States,CA,0,1,1,2,1,1,1,2,0,0,2,2,4,2,2,2,2,0,0,2,0
25,2,United States,OR,0,0,0,0,5,0,1,1,1,1,1,2,4,2,0,2,1,2,0,1,0
19,1,United States,IN,0,0,0,2,0,0,1,2,2,0,0,2,4,0,0,2,1,2,2,2,0
40,2,United States,GA,0,1,0,0,3,1,1,1,1,1,0,2,4,1,1,0,0,0,0,2,0
34,1,United States,IN,0,0,0,4,5,0,0,1,2,1,2,2,4,2,2,2,1,0,0,2,0
26,1,United States,MN,0,1,0,4,1,0,1,2,2,0,0,2,4,0,0,2,1,0,0,1,0
31,1,United States,MN,0,1,1,1,1,0,1,2,2,2,2,1,4,0,0,1,1,2,2,1,0
40,1,United States,NC,0,1,0,2,5,1,0,1,2,1,2,2,4,1,2,2,2,0,2,0,0
31,2,United States,FL,0,1,1,3,2,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,1
36,1,United States,MN,0,0,0,0,3,0,0,2,0,0,2,2,4,1,2,0,0,0,2,2,1
35,1,Canada,,0,1,0,2,1,1,1,0,1,0,0,2,4,2,0,0,2,0,0,2,0
26,1,Australia,,0,1,1,2,2,1,1,0,0,0,0,1,4,0,0,1,1,0,2,1,0
44,1,United States,MO,0,0,0,4,5,1,0,2,0,2,2,1,4,1,0,2,0,0,0,0,0
34,2,United States,CA,0,0,0,2,0,0,1,0,2,0,0,2,0,0,0,2,1,0,2,1,0
35,1,United States,OR,0,0,0,4,1,1,1,0,0,0,0,2,4,0,0,0,0,0,0,2,0
28,2,United States,OH,0,1,1,2,2,1,1,2,0,0,0,2,1,1,0,2,2,0,2,0,0
33,1,United States,NY,0,0,0,4,1,1,1,1,0,2,1,1,4,0,0,2,1,0,0,1,0
40,1,United States,WI,0,1,1,2,5,1,1,1,1,0,1,2,4,1,0,0,0,0,2,2,0
26,1,United States,WA,0,0,1,2,1,0,1,1,1,0,0,1,4,2,0,2,0,0,2,2,0
29,2,United Kingdom,,0,0,1,3,5,0,0,1,1,0,0,2,4,2,0,2,0,0,1,0,1
26,2,Canada,,0,1,1,2,3,0,1,1,2,0,0,1,4,2,0,2,0,0,2,2,0
33,1,Italy,,0,1,1,2,1,0,1,0,2,0,0,2,1,0,0,2,1,0,0,2,0
28,1,Brazil,,0,1,0,2,3,0,1,0,0,0,0,2,1,0,0,2,2,0,0,2,1
41,1,United States,IL,1,0,1,3,0,1,0,0,1,1,1,1,3,0,0,2,2,0,0,1,1
39,1,United Kingdom,,1,1,1,2,0,1,1,0,1,1,1,1,2,0,0,1,1,0,2,1,1
26,2,United States,WA,0,1,1,2,5,0,1,1,1,0,0,2,4,0,0,2,1,0,2,0,1
23,2,United States,IL,0,1,0,2,2,0,0,0,0,0,0,2,2,1,0,0,2,0,2,0,0
35,1,Switzerland,,0,1,1,3,5,0,1,2,2,0,0,1,0,0,0,2,2,0,2,0,0
36,1,United States,FL,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,2,2,0,0,2,0
42,1,United States,TN,0,0,0,1,5,0,0,2,0,0,2,2,4,2,0,2,0,0,2,0,0
39,1,United States,WA,0,1,1,2,4,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,0
27,1,United States,CA,0,0,0,0,1,0,1,2,0,0,2,2,4,2,0,2,1,2,2,2,0
33,1,United States,FL,1,0,0,0,1,1,1,2,0,0,0,0,0,2,0,2,1,0,2,1,0
31,1,Canada,,0,1,1,3,5,0,1,1,2,2,2,2,4,2,0,2,0,0,2,2,0
28,2,United States,OR,0,0,1,1,1,0,1,1,1,2,1,1,0,0,0,2,2,0,1,2,0
29,2,United States,NJ,0,0,1,3,5,1,0,1,0,0,0,2,1,0,0,2,1,2,2,2,0
27,1,United States,CA,0,0,1,2,3,0,1,2,2,0,0,1,3,2,0,2,0,0,2,0,0
